"companySize","empPrimTech","empProvideMHB","knowMHB","empDiscMH","empResourceMH","anonProtected","askLeaveDiff","negConsDiscMH","negConsDiscPH","coworkComfMHD","superComfMHD","empSeriousMH","heardNegConsMH","discInterviewPH","explanationPH","discInterviewMH","explanationMH","hurtCareerMH","teamNegMH","observeBadResponseMH","diagnosedWithMHD","age","gender","country"
"More than 1000",2,4,4,2,2,2,2,1,1,1,1,2,2,1,"Deafness can be viewed as a physical health issue, and not many employers are willing to go out of their way to accommodate that.",3,"It's important for the employer to know about my needs so they can accommodate them.",3,4,5,"No",23,"Male","United States of America"
"26-100",2,3,2,1,1,2,3,1,1,1,2,2,1,2,"",1,"This would depend on the severity of an effect the issue could have on work performance.",1,1,2,"No",27,"Male","United States of America"
"100-500",1,3,3,3,2,3,2,2,2,1,3,1,2,3,"If the physical health issue is chronic, I would be nervous that it would make them more likely to reject the application.",2,"",5,2,4,"Yes",27,"Female","United Kingdom"
"More than 1000",2,3,2,1,2,2,2,2,1,3,3,3,1,2,"If I felt it was important, I wouldn't feel it was likely that there would be any negative effect from sharing this.",2,"I have personally experienced negative treatment after disclosing mental illness.  I want to avoid doing so ever again.",5,4,3,"Yes",39,"male","United States of America"
"100-500",1,4,4,1,3,1,5,3,2,1,2,1,1,3,"",2,"",3,2,1,"No",48,"m","United Kingdom"
"26-100",1,3,2,2,2,2,1,1,1,2,1,2,1,1,"I have some vision issues that require me to use basic assistive technology (zooming screen, mainly) and depending on what we would be doing in an interview, my needing to see something bigger or closer may come up.",2,"I worry that it would be viewed as a very severe weakness.",1,2,2,"Yes",35,"Female","United States of America"
"6-25",1,3,4,1,1,1,5,1,1,1,2,2,1,2,"Because it's important.",1,"Not sure.",1,2,1,"No",52,"Male","United States of America"
"1-5",2,2,4,1,1,3,1,1,1,2,1,2,1,1,"As I don't suffer from anything particularly serious it's hard to imagine, but if I did I feel more as if I would be compelled to state this; as if it was likely to affect my ability to work I would want to be upfront about it. If it didn't affect my ability to work I might avoid mentioning it straight away to mitigate the chance of negative concequences",1,"See above",1,5,1,"No",28,"Male","United Kingdom"
"6-25",1,4,3,1,1,2,1,1,1,1,1,1,1,3,"Seems like it could only hurt you",2,"Would only hurt you",1,1,1,"Yes",31,"Male","United States of America"
"500-1000",1,3,4,1,3,1,6,2,1,1,1,2,1,1,"Risk of not getting an offer",1,"Risk of not getting an offer",3,4,2,"Yes",36,"f","United States of America"
"100-500",1,4,3,1,3,1,2,2,2,2,2,1,1,1,"The word 'cancer' terrifies everyone.",2,"If I feel it won't impact my job, I won't bring it up.",1,2,2,"Yes",39,"Female","United States of America"
"500-1000",2,4,4,1,2,2,3,1,1,2,1,1,1,2,"Idk",1,"Idk",3,2,2,"No",29,"Male","United States of America"
"26-100",1,4,3,1,1,1,2,1,1,1,2,1,1,3,"I would be afraid it would negatively impact my chances.",2,"I would be afraid it would negatively impact my chances.",1,4,2,"Yes",46,"Female","United States of America"
"1-5",1,2,1,1,1,2,5,1,1,3,3,1,1,3,"I would be worried I would not get the job. I might also feel embarassed.",2,"Same as above",3,4,2,"No",23,"male","Canada"
"500-1000",1,3,4,1,3,1,1,2,1,1,2,1,1,2,"",2,"Wouldn't want marks against me",3,4,2,"Yes",39,"Male","United States of America"
"1-5",1,1,3,1,1,1,5,2,1,1,2,3,1,1,"if it does not influence my work, why should i bring it up",2,"i am not obligated to",1,2,2,"Yes",29,"male","Austria"
"More than 1000",2,3,4,3,3,1,6,2,2,3,3,1,1,3,"Does not seem relevant or helpful to bring up in interview.",2,"Does not seem beneficial to bring up in interview.",3,4,1,"No",35,"M","United States of America"
"500-1000",1,4,4,3,3,1,6,2,2,1,2,3,1,1,"",2,"",1,2,1,"No",25,"male","United States of America"
"1-5",1,2,2,1,1,3,4,2,2,3,3,1,1,3,"Jeopardizes getting the job",2,"Jeopardizes getting the job",3,4,3,"Yes",42,"Transitioned, M2F","Canada"
"6-25",1,2,1,1,1,2,1,1,1,2,1,2,1,2,"It should never be a criteria for hiring me.",3,"Same reason as a physical health issue.",1,1,1,"No",30,"Male","South Africa"
"100-500",2,3,2,2,2,2,6,2,1,3,2,2,1,1,"It depends on if the issue would effect my performance for the job they are hiring for.",1,"I think this also depends on if it would effect my ability to perform the job tasks.",2,1,1,"No",38,"female","United States of America"
"6-25",2,4,3,1,1,1,5,2,1,1,2,1,1,1,"Possibly wouldn't receive the job because of too much baggage or they make think I am a complainer ",2,"They might think I am unstable or unreliable",3,4,2,"No",32,"Male","United States of America"
"26-100",1,4,4,1,3,1,6,2,2,1,2,1,1,1,"",1,"",1,2,5,"No",35,"M","United States of America"
"100-500",2,3,2,2,2,1,2,2,2,2,1,2,1,3,"Wouldn't seem relevant that early. I would ask questions to get a feel for how accepting the company is. ",2,"I would first observe and ask questions to get a feel for how open and accepting the company is. ",4,1,3,"Yes",56,"M","United States of America"
"100-500",1,4,4,1,3,1,5,3,2,3,3,1,1,3,"It's my problem, not theirs.",2,"It's my problem, not theirs.",1,4,2,"No",29,"male","United States of America"
"6-25",1,2,1,1,1,1,3,2,1,1,2,1,1,2,"They would provable need to know, to Judge if I can do my job or not. ",3,"Stigma, mainly. ",1,2,2,"No",38,"Male ","United Kingdom"
"100-500",1,3,2,2,2,2,3,1,1,1,1,2,1,1,"Depending on how 'safe' I'm made to feel during the interview process I might feel it might reflect badly which, if I really *needed* the job I might not want to risk.",1,"Same reason as above.",1,2,4,"Yes",36,"Male","United Kingdom"
"100-500",1,3,4,1,2,1,5,3,1,3,2,1,1,1,"I would rather not bring something up unless I was sure it would impact my job, because I am always concerned that people will find it easier to turn me down as a candidate.",2,"They are still stigmatized and without obvious mentions of acceptance by the employer beforehand I would worry that there would be hidden (or not so hidden) prejudice.  Again I would worry about being written off for the job.",3,2,4,"No",43,"Female","United States of America"
"6-25",1,2,4,1,1,3,5,3,1,3,3,3,1,1,"",2,"I wouldn't get the job",3,4,4,"Yes",26,"Transgender woman","Ireland"
"6-25",1,4,3,2,2,1,1,1,1,2,1,2,1,1,"",1,"",1,2,4,"Yes",26,"male","Switzerland"
"100-500",1,1,3,2,1,1,3,3,2,3,3,2,1,1,"",2,"",3,4,1,"No",34,"male","Germany"
"More than 1000",1,1,4,1,3,1,4,3,2,3,2,3,2,1,"Fear that it would be used as a reason not to hire me",1,"Fear it might make the prospective employer uncomfortable with hiring me",5,4,4,"Yes",29,"Male","United States of America"
"26-100",1,4,3,1,1,1,6,3,3,3,3,3,1,3,"Because they wouldn't hire me probably",2,"I'd bet they wouldn't hire me",3,4,1,"Yes",29,"Female","United States of America"
"26-100",1,4,3,2,2,2,1,1,1,1,1,2,1,1,"",1,"",2,1,2,"Yes",28,"Male","United Kingdom"
"500-1000",2,2,3,1,3,1,1,1,1,2,1,2,1,2,"",3,"",2,1,1,"No",29,"male","United States of America"
"100-500",1,3,3,2,1,1,2,2,1,1,2,1,1,1,"Only if it's something I would need accommodations for",2,"I wouldn't want stigma or prescribed ideas of what I can/can't do to affect my chances of getting hired.",1,1,4,"Yes",28,"female","United States of America"
"6-25",1,3,3,1,1,2,2,2,2,1,2,2,1,3,"It is generally not relevant to employment.",2,"As for physical issues, I do not feel it is relevant to employment.",4,2,1,"Yes",34,"Male (cis)","United States of America"
"100-500",1,3,3,1,3,2,2,2,1,1,2,1,1,2,"",1,"",3,1,2,"No",34,"male","United States of America"
"100-500",1,3,2,1,2,2,6,3,1,3,3,3,1,2,"Employers seem to be more willing to deal with workplace assistance for physical ailments.",2,"I feel like mental health issues (at least in my state of Pennsylvania) have little or poorly administered protection in the workplace.",3,2,2,"Yes",22,"Male","United States of America"
"1-5",1,4,4,1,3,1,5,1,1,1,1,1,1,1,"It would depend on what the job duties were and how comfortable the person interviewing made me feel.",2,"Some people dont take mental health serious and might think I am incapable of doing the job.",1,1,1,"Yes",39,"female","United States of America"
"More than 1000",1,3,4,1,3,1,1,1,1,2,1,2,1,1,"I don't really know. It would depend on my impressions at the time.",1,"same",2,2,1,"Yes",40,"male","United States of America"
"More than 1000",2,3,2,1,3,1,4,2,1,1,2,3,1,3,NA,2,"It seems obvious: when trying to get a job you are trying to put your best foot forward and admitting you have a mental health issue or physical health issue makes you look less desirable as an employee",3,4,3,"Yes",34,"Female","United States of America"
"More than 1000",1,3,2,1,3,1,5,3,2,3,3,1,1,3,"Because I feel it would be a big negative.",2,"They would assume lots of things, it takes a lot of education to describe the effects of a mental illness, and requires nuance to interpret how it affects a candidates ability to do a job.",5,3,2,"Yes",26,"male","United States of America"
"100-500",1,4,1,3,3,1,2,1,1,2,1,2,1,1,"",1,"",1,1,4,"No",27,"Male","United Kingdom"
"26-100",1,3,2,2,2,2,1,1,1,2,1,2,1,2,"",3,"",1,1,1,"No",40,"Male","United States of America"
"100-500",1,4,3,1,3,1,6,1,1,1,2,2,1,2,"",1,"",1,2,1,"No",42,"Male","United States of America"
"More than 1000",2,4,3,3,3,1,6,2,1,3,2,1,1,2,"If it would impact my work in any way",1,"Maybe, it's the stigma",3,2,1,"Yes",37,"Female","United States of America"
"26-100",2,2,2,1,1,1,4,3,2,2,2,3,2,1,"It may cause them to think I won't be able to perform at my job 100%.",2,"Stigma.",1,2,4,"Yes",27,"female","United States of America"
"More than 1000",2,3,4,1,2,2,6,2,1,1,1,1,1,3,"It is not their concern unless it affects my ability to perform my job",2,"I would be afraid it would jeopardize my chances",3,2,4,"Yes",34,"Male","United States of America"
"100-500",1,4,4,1,3,1,5,1,1,1,1,2,1,3,"Don't want to be discriminated against",2,"Do not want to be discriminated against",3,4,3,"Yes",31,"female","United States of America"
"6-25",1,3,4,1,1,1,4,1,1,1,2,1,1,1,"bias",2,"I actually don't think it's any of their business.",1,2,4,"Yes",33,"m","United States of America"
"100-500",1,4,3,2,3,1,1,1,1,2,2,1,1,3,"I think it would lower my chances of getting the job and take away from all the things that I can bring to the job! ",2,"Same thing, lower chances of getting the job and fear that they would zone in on that rather than all the awesomeness I can bring ",3,4,1,"No",25,"female ","United States of America"
"26-100",1,2,1,1,1,1,6,1,1,1,2,1,1,3,"no need to do so",2,"no need to do so",3,1,1,"No",28,"m","United Kingdom"
"More than 1000",2,3,4,1,2,2,6,3,3,3,3,1,1,3,"They could hire someone without that issue",2,"Nobody wants to hire a crazy person",3,4,5,"Yes",27,"Male","United States of America"
"100-500",1,3,2,3,2,2,3,1,1,2,1,2,1,1,"",1,"",2,1,1,"No",34,"Male","United States of America"
"100-500",2,3,2,2,3,1,3,1,1,2,1,2,1,3,"i've had previous employers that responded negatively to that",2,"you never know who is interviewing you",1,1,1,"Yes",35,"f","United States of America"
"26-100",1,3,4,3,2,2,2,1,1,1,1,2,1,3,"Would likely negatively affect selection status.",2,"Would likely negatively affect selection status.",1,1,4,"No",38,"Male","United States of America"
"100-500",1,3,4,1,2,2,1,1,1,3,1,1,1,3,"",2,"",1,1,2,"No",31,"male","United States of America"
"26-100",1,2,1,1,1,1,4,3,3,3,3,3,1,3,"That would be career suicide",2,"That would be career suicide",5,4,4,"No",34,"male","United States of America"
"100-500",1,3,4,1,1,1,1,2,1,1,2,3,2,2,"there's no stigma to saying you have an rsi, a heart condition, etc.",2,"because it gets equated with mental competency and makes you look bad",5,2,3,"Yes",44,"f","United States of America"
"6-25",1,2,1,2,1,2,2,1,1,2,1,2,1,2,"I would want to make sure expectations were set clearly at the start",3,"I would want to set expectations of my ability from the start",1,2,1,"No",31,"Male","United Kingdom"
"More than 1000",1,3,4,3,3,1,6,2,1,1,2,1,1,1,"",2,"",1,2,2,"No",30,"m","United States of America"
"6-25",2,3,3,1,1,1,5,1,1,3,2,1,1,1,"It would depend on the issue and the employer.",2,"The stigma of the topic.",2,2,1,"No",40,"female","United States of America"
"6-25",1,2,1,1,1,1,3,2,2,1,2,1,1,3,"",2,"",3,4,4,"Yes",32,"male","United States of America"
"100-500",1,3,2,1,1,1,5,2,1,3,2,1,1,2,"",2,"Feel like they would potentially not hire because of mental health issues",3,4,4,"Yes",29,"female","United States of America"
"26-100",2,4,3,1,1,1,2,1,1,1,2,2,2,2,"",1,"Afraid of niet being understood, that makes it hard to talk about it. Especially during an interview.",1,3,2,"No",29,"Male","Netherlands"
"More than 1000",1,2,2,2,2,1,5,3,3,3,2,3,1,3,"they might think that i am not capable to work. I am also a migrant and this is adds up.",2,"Employers don't offer jobs to people with mental health issues due to stigma",3,4,3,"Yes",31,"female","United Kingdom"
"100-500",1,4,3,1,3,1,2,1,1,2,1,2,1,2,"Why not? Sometimes even not-work connected topics come up in interviews",3,"I did for my current job. I didn't want surprises. And I wanted to know if that's a blocker of getting hired. It might become an issue some day so I wanted to be sure they know what they get and that, through their reaction I get a glimpse of what I get",4,2,3,"Yes",32,"Female","Sweden"
"6-25",1,2,4,1,1,1,6,3,2,3,3,1,1,1,"",1,"",3,2,5,"No",22,"Male","United Kingdom"
"26-100",1,3,2,1,1,2,2,1,1,2,1,3,1,2,"Potentially affects my capabilities on the job.",3,"Potentially affects my capabilities on the job.",1,5,2,"Yes",34,"Male","United States of America"
"26-100",1,4,4,1,1,1,3,1,1,3,3,3,1,3,"In case it affected how well they though I could do the job/reliability",2,"In case it affected how well they though I could do the job/reliability",3,2,4,"No",30,"female","United Kingdom"
"26-100",1,3,2,1,3,1,1,2,1,3,1,1,1,2,"An employer should know any limitations you have.",3,"Same Answer, an employer deserves to know your limitations.",2,1,1,"Yes",26,"Male","United States of America"
"More than 1000",1,3,2,1,2,1,5,2,1,3,3,1,1,1,"I wouldn't want it to hinder my chances of getting a job if I didn't think a physical health issue was related to the job.",2,"I wouldn't want them to think less of me.",3,4,1,"Yes",31,"F","United States of America"
"100-500",1,4,4,1,3,1,1,1,1,1,2,2,1,2,"I am privileged to be choosy with employment and would not want to work where bringing up such issues is problematic.",3,"I am privileged to be choosy with employment and would not want to work where bringing up such issues is problematic.",2,1,1,"No",38,"Male","United States of America"
"6-25",1,3,3,1,1,1,2,1,1,1,1,1,1,1,"It depends on if it was relevant or affected my job in any way. Also, if I felt like I could trust the person in my interview.",1,"See above answer - related to trust.",1,2,5,"No",35,"Male","United States of America"
"26-100",1,4,4,1,3,1,2,1,1,2,1,1,1,2,"It should be known if they are going to hire you",3,"Same answer",1,2,1,"No",26,"Male","United States of America"
"100-500",2,2,1,1,2,1,3,3,1,1,2,1,1,3,"Not relevant",2,"Fear of discrimination ",1,2,3,"Yes",38,"Male","Australia"
"26-100",1,4,2,1,1,1,3,2,2,3,3,1,1,1,"If it could affect work, I might bring it up.",2,"I'd be worried that I wouldn't get the job.",3,4,1,"Yes",26,"F","United States of America"
"100-500",1,4,4,1,3,1,3,3,1,3,3,1,1,1,"A sleep-related disorder prevents me from being able to arrive at early hours, which a large part of employers require.",2,"I wouldn't feel comfortable discussing mental health issues with anybody but really close friends and/or other sufferers in the first place. But also, it's not like it wouldn't hurt my chances of landing a position.",3,2,1,"No",28,"Male","Bulgaria"
"More than 1000",1,4,3,1,1,1,1,2,1,3,2,3,1,3,"It doesn't have any bearing on my ability to accomplish the job when properly coped with.",2,"Again, when properly coped with it shouldn't affect my ability to do the job. I expect, as with physical health issues, I'll be allowed time needed when coping is necessary.",1,2,1,"No",31,"Male","United States of America"
"26-100",2,3,4,1,2,1,5,2,2,1,1,1,1,1,"Depends on how personal and to what extent it would affect my position",2,"People have strong stigmas against mental health issues. Instead I talk about work/life balance and burnout in the tech industry, to get a feel for how understanding they are. ",1,4,2,"Yes",33,"Female","United States of America"
"More than 1000",1,3,4,2,3,2,1,1,1,2,1,2,1,1,"It depends on what the issue was. If the issue required a significant amount of time off I would worry about how it would impact my chances of getting the job.",1,"Depends on the issue.",2,1,1,"No",29,"Male","United States of America"
"26-100",1,3,2,1,1,2,3,2,1,2,1,3,1,3,"Fear and stigma associated with it.",2,"May treat me differently or not hire me",3,4,4,"Yes",40,"Male","United States of America"
"26-100",1,2,1,1,1,1,5,3,2,3,3,1,1,2,"If I have a physical health issue and it has the potential to interfere with my work life, I must be upfront about it.",1,"I am from India. IMO mental illness is not looked upon in an accepting way here. If I have an mental health issue, I would be skeptical to talk about it as it might affect my prospects.",3,4,5,"No",25,"Male","India"
"26-100",1,3,4,1,3,1,1,1,1,1,1,2,1,1,"Depends on how acute the issue was",1,"Depends on the acuteness of the problem ",1,1,2,"No",31,"M","United States of America"
"More than 1000",1,3,3,2,1,2,4,3,1,2,3,3,2,1,"what if it was the one difference between me and the competition ",2,"wouldn't want the stigma",3,5,4,"Yes",32,"female ","Canada"
"6-25",2,4,4,1,1,1,4,3,2,3,3,3,1,3,"Could only hurt my chances",2,"Could only hurt my chances",3,4,1,"No",46,"Male","United States of America"
"100-500",2,4,4,1,1,1,6,3,1,3,3,2,1,2,"Physical impairments aren't traditionally stigmatized. Far less judgements and resulting talk behind backs compared to mental",2,"Stigmatized. Uncomfortable for both parties. Mental instability frowned upon in technical roles. ",3,4,1,"Yes",31,"M","United States of America"
"26-100",1,3,2,2,2,2,1,1,1,2,1,2,1,2,"?",2,"None of their business",1,1,1,"Yes",30,"M","United States of America"
"100-500",1,3,3,1,2,1,2,1,1,1,2,3,1,1,"It might not particularly be seen as a ""good"" thing to bring it up.",1,"Same reason as above",1,1,1,"No",37,"Male","United Kingdom"
"26-100",2,4,1,1,1,1,4,2,2,2,2,1,1,3,"",1,"",5,1,4,"Yes",44,"Male","Netherlands"
"26-100",1,1,3,1,1,1,2,2,1,2,1,2,1,2,"",1,"",3,1,5,"No",24,"male","United Kingdom"
"6-25",1,2,4,1,1,1,1,1,1,1,2,2,1,1,"Depends what it was and how it affected my ability to do the job, no change in ability, no discussion.",1,"",2,1,1,"No",34,"male","United Kingdom"
"100-500",1,2,4,1,1,3,5,2,2,1,2,1,1,3,"Fear of negative impact on prospects of employment.",2,"Fear of negative impact on prospects of employment.",5,4,1,"Yes",37,"Male","Pakistan"
"6-25",1,3,2,1,3,3,2,1,1,2,1,2,1,1,"Any health issue is potentially a liability, so I would hesitate to mention it unless it had direct bearing on the job responsibilities.",2,"As above, but with added stigma that mental health issues are seen as not serious (and therefore bringing it up is itself would be considered a problem), or as incurable and therefore at least as big a liability as a physical problem.",3,2,2,"No",44,"Male","United States of America"
"100-500",1,3,2,1,2,2,2,1,1,2,1,1,1,2,"Physical health has less of a stigma.",1,"Some employers may be open to it, others are not.",2,1,2,"Yes",28,"Male","United States of America"
"100-500",1,4,3,1,3,1,6,2,1,1,2,1,1,1,"Most likely not, if I felt that it would harm my chances of getting a job.",2,"Seems like it would only hurt chances of getting a job.",1,1,1,"Yes",32,"M","United States of America"
"6-25",1,2,4,1,1,1,5,3,1,3,3,1,1,2,"",1,"",1,4,1,"Yes",44,"male","United States of America"
"More than 1000",1,1,1,2,2,1,5,3,1,3,3,3,1,3,"",2,"",3,4,1,"Yes",27,"Male","Australia"
"26-100",1,2,3,2,1,2,1,1,1,1,1,2,1,1,"",2,"",1,2,2,"No",31,"Male","Norway"
"100-500",1,3,2,3,2,2,6,3,3,3,3,1,1,3,"discrimination ",2,"discrimination ",3,4,3,"No",47,"female","United States of America"
"26-100",2,4,4,1,1,1,4,2,1,3,3,1,1,3,"Because it's illegal for them to ask and there is no obligation for me to offer the information.",2,"See above.",3,4,2,"No",40,"M","United Kingdom"
"6-25",1,2,3,1,1,1,3,2,1,1,3,1,1,1,"",1,"",1,1,2,"No",24,"male","Bulgaria"
"More than 1000",2,3,3,1,3,1,5,2,1,3,2,1,1,3,"I would wait until I have an offer.",2,"I think they would be less likely to make an offer.",3,4,1,"Yes",47,"female","United States of America"
"100-500",2,4,3,1,1,1,4,3,1,3,3,1,1,3,"",2,"Stigma",3,4,5,"Yes",35,"Male","United States of America"
"More than 1000",1,3,2,1,1,3,4,2,1,3,3,3,1,3,"I don't want it to affect me getting the job.",2,"Same reason as above",3,4,1,"Yes",39,"M","United States of America"
"More than 1000",1,2,4,1,1,1,5,2,2,3,3,3,1,1,"If I wouldn't mention it, it could cause trouble afterward.",1,"Same reason. Could cause trouble to keep silent.",1,2,1,"No",45,"male","Germany"
"6-25",1,2,4,1,1,1,6,3,1,3,3,1,2,3,"Your not get the job",2,"Your not get the Job",5,3,4,"No",32,"M","United Kingdom"
"26-100",1,3,4,1,3,1,4,2,1,3,3,1,1,1,"might affect chances of getting the job",1,"if I felt they would understand I would, otherwise I wouldn't for fear of being discriminated against",1,2,1,"Yes",25,"female","United States of America"
"More than 1000",1,4,4,1,3,1,2,2,2,1,2,1,1,2,"It may affect how I work",1,"It may affect how I work but the employer may not take it seriously depending on the illness",2,1,1,"No",22,"Female","United States of America"
"6-25",1,4,4,1,2,2,6,1,1,3,1,2,2,3,"Because I don't trust insurance companies.",2,"Because I try not to let it affect my work. ",5,1,1,"No",40,"Female","United States of America"
"500-1000",1,4,4,1,3,1,6,2,1,1,2,3,1,3,"Many organizations look for any reason to reject a candidate during the interview process.",2,"Many organizations look for any reason to reject a candidate during the interview process.",1,4,1,"No",36,"Male","United States of America"
"100-500",1,4,3,2,3,2,1,1,1,2,1,2,1,1,"",1,"",1,2,1,"No",31,"Male","Bulgaria"
"26-100",2,3,4,1,1,1,2,2,1,2,1,1,1,2,"I should be honest because if in anytime I find any issues related to this physical health issue, I need to be clear about it right from the beginning.",3,"Same as physical health issues.",1,2,2,"No",30,"Male","Brazil"
"100-500",2,4,3,1,1,1,5,3,1,3,2,1,1,2,"",1,"",3,4,1,"No",25,"male","Bosnia and Herzegovina"
"26-100",1,2,4,1,1,1,2,1,1,2,1,3,1,1,"maybe this physical health issue will not change the way I work",1,"Yes, this shit can crack my workflow, you know? ",2,2,2,"No",29,"male","Brazil"
"26-100",1,3,2,1,2,2,2,2,1,1,2,1,1,1,"",2,"",1,2,4,"Yes",28,"female","United States of America"
"More than 1000",1,2,3,1,1,1,4,3,2,3,3,3,2,1,"It would depend on the tone of the interviewer and the attitude of the individual that was interviewing me",2,"I feel that it would indefinitely compromise my chance of being hired",3,4,4,"Yes",23,"male","United States of America"
"26-100",1,4,3,1,3,1,5,2,1,3,3,3,1,1,"",1,"I would be worried that it might affect my job application even though I am aware that they are not legally allowed to do so. However, it would be difficult to determine / prove if that was the case or not.",5,3,3,"Yes",35,"Male","United Kingdom"
"6-25",1,4,3,1,1,1,2,2,1,1,2,1,1,1,"Depends, if it affects the productivity, no",2,"Bad experience before, I need to trust the new people to open myself",5,2,3,"Yes",27,"female","Germany"
"100-500",1,2,1,1,1,1,2,2,1,3,2,3,2,1,"Interviews are a process of elimination. I don't want to give the employer a reason to eliminate me.
If the physical issue were something with clear protections under the law (eg vision impairment, mobility issues), then I would disclose.",2,"Because I think that it would put me as a candidate into the ""too hard basket"". It is much to easy to justify not employing someone on other criteria when the mental illness was actually a significant factor thereby avoiding accusations of discrimination.",3,2,4,"Yes",44,"Male","Australia"
"500-1000",1,4,3,1,3,1,2,1,1,1,2,1,1,1,"Because it might be important for the employer in case it affects my productivity.",1,"",1,1,1,"No",24,"Male","Russia"
"100-500",2,2,4,1,1,1,3,2,2,3,3,1,1,2,"If the physical health issue affected my ability to do the job yes I would. If not then I wouldn't. ",1,"If it applied I would consider it",3,4,4,"No",35,"Male","United States of America"
"More than 1000",2,4,3,2,3,2,2,3,1,3,3,1,1,2,"",2,"Getting through interview would be hard enough, let alone risk negative response",3,4,1,"No",45,"Male","United Kingdom"
"100-500",1,4,4,1,1,1,5,1,1,3,3,1,1,1,"",2,"",3,4,2,"No",35,"male","Germany"
"6-25",1,4,3,1,1,2,3,2,1,2,3,1,1,3,"It would limit potential for employment",2,"It would limit potential for employment - why would they hire someone with mental health issues over a healthy person? It's like being on a football team - would they hire someone injured or someone ready to jump in and play?",1,1,1,"No",26,"male","United States of America"
"More than 1000",1,3,2,2,2,2,2,1,1,1,1,2,1,2,"It's relevant.",3,"It's also relevant",3,4,4,"No",37,"m","Canada"
"More than 1000",2,3,2,2,2,2,1,1,1,1,1,2,1,2,"I prefer to keep nothing hidden",3,"I prefer to keep nothing hidden",1,2,4,"No",27,"Male","United States of America"
"100-500",1,4,4,1,3,1,3,2,2,1,2,1,1,1,"I don't think it's appropriate to discuss those issues during early interviews. I'd wait to discuss with HR after I have a feel for what's going on.",1,"I don't think it's appropriate to discuss those issues during early interviews. I'd wait to discuss with HR after I have a feel for what's going on.",1,2,1,"Yes",52,"m","United States of America"
"6-25",1,4,3,1,3,2,2,1,1,1,1,2,1,2,"Physical health issues that impact my job are necessary for them to know for them to make an informed decision. This would probably change to ""no"" if I NEEDED the job as opposed to just wanted the job.",3,"Mental health issues that impact my job are necessary for them to know for them to make an informed decision. This would probably change to ""no"" if I NEEDED the job as opposed to just wanted the job.",2,1,1,"Yes",32,"genderqueer","United States of America"
"More than 1000",2,3,3,3,2,2,3,2,1,3,2,2,1,1,"I have an eye condition that will require medical leave at some yet to be determined future point.",2,"I think it would negatively impact the interview.",3,4,4,"No",33,"Male","Canada"
"More than 1000",2,3,4,2,2,1,5,2,2,2,1,1,1,3,"It's too early - I don't want to discuss potential deal breakers until they've decided they want me. ",2,"Same reasons. ",1,1,1,"No",31,"Woman","United States of America"
"More than 1000",2,1,1,2,1,1,1,1,1,3,3,2,1,3,"",2,"",2,2,1,"No",24,"Male (trans, FtM)","Sweden"
"6-25",1,2,2,2,2,2,2,1,1,1,1,2,1,1,"It would depend on the health issue. If there is a health issue that would not immediately affect my job performance, such as diabetes, I would not bring it up during the interview. If it was something more severe, such as narcolepsy, I might bring it up depending on how controlled it was.",2,"While mental health has become a more prominent issue recently, I feel like there is still a lot of stigma surrounding it. At this point, with our culture, I would not bring it up. I hope that within the next 20-30 years that stigma will be gone and it can be brought up safely in an interview.",2,1,1,"Yes",29,"male","United States of America"
"More than 1000",1,3,2,1,3,1,2,2,1,3,3,3,1,1,"depends on the issue, afraid of presumptions",2,"more personal issue, afraid of looking like an excuse (see: why don't you just smile more?)",3,4,2,"Yes",29,"Male","United States of America"
"26-100",1,3,2,2,2,2,2,1,1,1,2,2,2,1,"I worry it would affect my chances of employment.",1,"I worry it would affect my chances of employment",1,2,3,"Yes",28,"Male","United States of America"
"More than 1000",2,3,4,1,2,1,6,2,1,3,3,3,1,1,"Not sure if it would affect my work",2,"Depends on if it would affect my work",3,2,1,"No",46,"Male","United States of America"
"More than 1000",1,3,2,1,2,1,5,3,2,3,3,3,1,1,"It depends on the nature of the issue and how it may impact my ability to work.",2,"I would not because I am very concerned that it would negatively affect my chances for employment.",3,4,1,"Yes",42,"Male","United States of America"
"26-100",1,2,2,1,1,3,4,2,1,1,2,1,1,3,"don't want it to effect willingness to give me job",2,"same reason as above",3,4,1,"No",27,"f","Canada"
"More than 1000",2,3,2,1,2,2,3,2,1,1,1,3,1,1,"It would depend on the job I'm applying for.  Would it be something like ""I just need a special chair"" or would it be more along the lines of ""I need you to cater to my random days off.""  Either one _should_ be the same, however we all know that each response would not be treated as such.",2,"For the same reason as above, but I don't know at all whether the employer views mental health the same as physical health.",1,1,2,"Yes",26,"m","United States of America"
"6-25",1,1,1,1,1,1,5,1,1,1,1,3,1,2,"",1,"",3,1,1,"No",23,"Male","United Kingdom"
"26-100",1,3,4,1,1,3,2,2,1,3,2,2,1,1,"Depends on what it is. ",2,"I don't want to get passed over. ",3,4,1,"No",44,"Female","United States of America"
"More than 1000",1,3,3,1,2,1,1,2,2,3,3,1,1,3,"It would only hurt your chances of being hired. And if you don't get hired you'll wonder for the rest of your life if that affected it",2,"Same thing",5,1,5,"Yes",32,"Female","United States of America"
"100-500",1,4,4,1,3,1,1,1,1,3,3,2,1,3,"",2,"",1,2,1,"No",29,"male","United States of America"
