"companySize","empPrimTech","empProvideMHB","knowMHB","empDiscMH","empResourceMH","anonProtected","askLeaveDiff","negConsDiscMH","negConsDiscPH","coworkComfMHD","superComfMHD","empSeriousMH","heardNegConsMH","discInterviewPH","explanationPH","discInterviewMH","explanationMH","hurtCareerMH","teamNegMH","observeBadResponseMH","diagnosedWithMHD","age","gender","country"
"500-1000",1,4,4,2,2,1,6,3,2,3,2,3,1,3,"",2,"",3,4,2,"Yes",33,"Enby","United Kingdom"
"26-100",1,3,4,3,3,1,6,2,1,3,2,1,1,1,"Only if an accommodation were needed as condition of employment, or I needed the answer in deciding whether to accept employment",2,"Not if I wanted to get hired!",3,4,2,"No",58,"Male","United States of America"
"More than 1000",2,4,4,3,3,1,6,2,1,3,3,1,1,3,"I wouldn't want any mental health issues to affect hiring decisions with respect to me.",2,"Again, I wouldn't want mental health issues to affect hiring decisions with respect to me.",1,1,2,"Yes",45,"male","United States of America"
"1-5",1,2,1,1,1,3,4,3,3,3,3,1,1,1,"",2,"",3,4,2,"Yes",26,"f","Canada"
"100-500",1,3,2,1,2,2,6,3,1,3,3,3,1,2,"Employers seem to be more willing to deal with workplace assistance for physical ailments.",2,"I feel like mental health issues (at least in my state of Pennsylvania) have little or poorly administered protection in the workplace.",3,2,2,"Yes",22,"Male","United States of America"
"6-25",1,4,3,1,3,3,2,3,1,3,3,1,1,1,"I would only bring it up if relevent.",3,"These would be more likely to directly effect my work I think",1,1,1,"No",21,"Male","United States of America"
"More than 1000",1,3,3,2,2,1,2,2,1,1,1,1,1,1,"Legislation in my jurisdiction mandates certain protections for employees who need concessions due to health.",2,"Despite the legal protections, mental health in my area still suffers a significant amount stigma.",1,1,2,"Yes",3,"Male","Canada"
"500-1000",2,4,4,2,2,2,6,1,2,3,1,2,1,1,"As a matter of privacy, I would not.",2,"As a matter of privacy.",1,2,2,"No",34,"m","United States of America"
"6-25",1,3,3,1,1,2,1,1,1,1,2,1,1,1,"",2,"",5,2,4,"Yes",27,"Male","United States of America"
"26-100",1,3,3,1,1,1,3,3,1,3,3,3,2,3,"",2,"",3,4,3,"Yes",25,"Female ","United States of America"
"500-1000",1,3,2,2,2,2,3,1,1,2,2,1,1,1,"Depends on the issue, how it affected my work or responsibilities.",3,"I have done before. I have no issue talking about it.",4,5,5,"Yes",33,"Male","United Kingdom"
"6-25",1,2,3,1,1,1,2,2,2,2,3,1,1,3,"It may unconsciously affect their decision.",2,"It may unconsciously affect their decision.",3,2,1,"No",36,"Female","United States of America"
"6-25",1,2,4,3,3,1,3,3,2,3,3,1,1,3,"Getting the job would be more important in the short term.",2,"Getting the job would be more important in the short term#",1,2,2,"No",26,"Male","United Kingdom"
"More than 1000",2,3,2,1,2,2,3,2,1,1,3,3,1,3,"Wouldn't want to jeopardize my chances at the position",2,"Wouldn't want to jeopardize my chances. ",2,5,1,"Yes",25,"Male","United States of America"
"26-100",1,2,2,1,1,3,4,2,1,1,2,1,1,3,"don't want it to effect willingness to give me job",2,"same reason as above",3,4,1,"No",27,"f","Canada"
"26-100",1,4,3,1,1,1,5,2,2,3,3,1,2,1,"It depends on the severity of the issue",2,"I don't want it to reflect negatively on my ability to carry out my responsibilities",1,2,2,"No",24,"Female","Canada"
"More than 1000",2,4,4,1,3,1,3,3,2,1,2,3,2,1,"if it affected my ability to do the work, if it required modifications to my environment",2,"I'm pretty sure that would eliminate me as a candidate. or it would trigger a bias in even the most well intentioned hiring team. it would make them suspicious of me and my technical abilities. finally, there is an ugly history of conflating mental illness with hysteria, or being ""too emotional"", I would be afraid that this would trigger certain stereotypes to surface ",3,4,3,"Yes",35,"genderqueer woman","United States of America"
"100-500",2,3,2,1,1,2,4,3,1,3,3,1,1,1,"",2,"",3,4,2,"Yes",30,"Male","United States of America"
"More than 1000",2,3,4,2,2,2,2,2,1,3,2,2,1,1,"I would like to think that health issues should be unrelated to the hiring process, but I know this is not always the case. Thus my ""maybe"" answer.",2,"I've directly witnessed people terminated for issues related to mental health issues before. Unless required by law or an ethical issue (like a pre-interview agreement), I wouldn't disclose any mental issues. I realize that this is not the best point of view, and it's why things like OSMI are so important.",3,4,4,"No",42,"male","United States of America"
"100-500",1,3,4,1,2,2,1,1,1,3,1,1,1,3,"",2,"",1,1,2,"No",31,"male","United States of America"
"100-500",1,3,3,2,1,1,2,2,1,1,2,1,1,1,"Only if it's something I would need accommodations for",2,"I wouldn't want stigma or prescribed ideas of what I can/can't do to affect my chances of getting hired.",1,1,4,"Yes",28,"female","United States of America"
"6-25",1,3,2,1,1,2,5,3,1,1,2,1,1,3,"It's not relevant.",2,"It's not relevant.",5,2,1,"Yes",36,"Female","United States of America"
"26-100",2,4,4,1,1,1,6,1,1,3,3,1,1,1,"There's always the concern that someone else would get hired purely out of the convenience for the employer of not having to deal with a physical health issue",2,"Leading with a mental health issue seems like it is immediately going to be seen as far more severe, problematic, etc.",1,4,2,"Yes",32,"m","Canada"
"100-500",1,3,4,1,1,1,2,2,1,3,2,1,1,1,"I think it could lead to not being hired.",2,"I think it would definitely lead to not being hired.",1,2,2,"No",41,"Female","United States of America"
"26-100",2,4,3,2,2,2,3,2,1,2,2,1,2,1,"It would depend on the job requirements and expectations",1,"It would depend on the job expectations, culture, and expectations.",1,1,2,"No",34,"female","United States of America"
"6-25",1,4,4,1,1,1,1,3,1,2,1,1,1,3,"im not gonna risk that",2,"not gonna risk that !",3,2,1,"No",36,"m","Netherlands"
"1-5",1,3,2,1,1,1,3,2,1,1,2,1,1,3,"People like to associate mental health with drama, and might feel like you'd make the workplace more hostile.",2,"",1,2,4,"No",27,"male","United States of America"
"1-5",1,4,4,2,2,2,2,1,1,2,1,2,1,2,"It would have bearing on the job",3,"Same reason as physical",1,1,1,"No",44,"m","United States of America"
"More than 1000",2,4,4,1,1,1,4,2,2,3,1,3,1,1,"",1,"",3,4,4,"No",27,"f","Canada"
"26-100",1,1,1,1,1,1,3,2,1,1,2,1,1,1,"",2,"",1,2,4,"No",22,"Male","Netherlands"
"26-100",1,2,4,1,1,1,2,1,1,2,1,3,1,1,"maybe this physical health issue will not change the way I work",1,"Yes, this shit can crack my workflow, you know? ",2,2,2,"No",29,"male","Brazil"
"More than 1000",2,1,1,1,2,1,4,3,1,3,3,3,1,1,"",1,"",3,4,2,"No",41,"male","United Kingdom"
"1-5",1,2,3,1,2,1,1,1,1,2,1,2,1,2,"If it will affect my work, or require that I be treated differently from others, the employer needs to know about it before hiring me.",1,"Depends on the mental health issue and how I feel about the interviewer.  But just like a physical issue, if it's going to affect my employment, the employer should know about it up front. ",3,2,1,"Yes",38,"f","United States of America"
"More than 1000",2,2,4,2,2,2,5,1,1,2,2,3,1,3,"There isn't a physical health issue that would affect the sort of work I do without stopping me working altogether.",1,"It depends on how the interview is going, and how the condition may/may not affect the role.",3,1,4,"Yes",43,"Male","United Kingdom"
"100-500",1,3,2,1,2,2,1,1,1,1,1,2,1,3,"It has nothing to do with my ability to perform my role.",2,"Again, it has nothing to do with the ability to perform my role. I am not my mental illness.",2,5,3,"Yes",29,"Female","United States of America"
"26-100",1,3,2,2,1,3,2,1,1,1,1,2,1,3,"Well of course the employer doesn't want to hire people with significant physical health issues, especially if it's the first issue which comes up. Iv'e had to fill in Afghanistan for my country as asking country would make it too easy to identify me. You shouldn't be asking such personal questions on an anonymous survey.",2,"Well of course the employer doesn't want to hire people with significant physical health issues, especially if it's the first issue which comes up. On the other hand I would be comfortable putting in specific conditions for hours (time or amount) which I require for my own mental health. I'm looking for employment, not a psychological counsellor when I see work.",3,3,2,"Yes",49,"Male","Afghanistan"
"26-100",1,4,3,1,3,1,5,2,1,1,2,3,1,1,"It depends on the issue and how I feel like the employer is likely to respond.",2,"I feel like they'd not hire me because of it. They'd come up with some BS excuse but I'd suspect it'd be because of the mental health issue.",2,2,5,"No",28,"Male","United States of America"
"More than 1000",2,4,4,1,1,1,5,2,2,3,3,3,1,1,"If i felt it would negatively effect my chances of getting the position",2,"I feel like it would prevent my future employment",3,4,2,"Yes",37,"m","United States of America"
"6-25",2,1,2,1,1,2,5,3,1,3,3,1,2,3,"Not unless it was relevant to my job, but I do not go after jobs where that could be and I do not really have any physical health issues. I would not bring up an intention to get pregnant either (which could be considered as such).",2,"To avoid stigma.",3,4,4,"Yes",23,"female","United States of America"
"1-5",1,2,1,3,3,1,5,1,1,3,2,1,1,1,"If I was desperate for the job, I would not want to jeopardize my candidacy. On the other hand, if the health issue was very serious and could interfere with the responsibilities of the position, I feel that the employer should probably know about it.",1,"If I was desperate for the job, I would not want to jeopardize my candidacy. On the other hand, if the health issue was very serious and could interfere with the responsibilities of the position, I feel that the employer should probably know about it.",1,2,2,"No",28,"Male","Canada"
"More than 1000",2,3,3,1,2,2,2,1,1,2,1,1,1,1,"",1,"",2,1,4,"No",31,"Male","United Kingdom"
"6-25",1,4,3,2,2,2,1,1,1,2,1,2,1,1,"Would just depend on the relevance to the discussion.  I wouldn't bring it up unless necessary.",1,"Would just depend on the relevance to the discussion.  I wouldn't bring it up unless necessary.",1,1,1,"Yes",34,"Female","United States of America"
"26-100",1,3,2,1,1,1,1,1,1,1,1,1,1,1,"Yes if it would impact my work",1,"If it meant that I needed a flex schedule or similar accomodation",2,2,1,"Yes",39,"Woman","United States of America"
"More than 1000",1,3,4,1,1,2,2,2,1,3,3,3,2,3,"Anything that would add complications or additional load on my potential employer seems to only have negative ramifications.",2,"I don't trust my employer with that information.",3,4,3,"No",40,"Male","United States of America"
"6-25",1,1,1,2,2,2,1,1,1,2,1,2,1,1,"It would depend on whether the issue would affect my needs in the workplace. If so, bring it up. If not, it's not necessary to bring up.",1,"Same reasons as physical",1,1,1,"No",27,"Female","Australia"
"More than 1000",2,3,2,1,2,2,2,2,1,3,3,3,1,2,"If I felt it was important, I wouldn't feel it was likely that there would be any negative effect from sharing this.",2,"I have personally experienced negative treatment after disclosing mental illness.  I want to avoid doing so ever again.",5,4,3,"Yes",39,"male","United States of America"
"6-25",1,3,2,2,1,2,1,1,1,1,1,2,1,2,"I don't feel that a physical disability should be a deciding factor in someone's potential employment.  ",3,"Disclosing mental illness up front is a good way to know an employer's stance or attitude towards mental illness and would help me decide if employment at that business would be worth it for me",2,2,4,"No",35,"Male","Canada"
"More than 1000",1,4,3,1,3,1,2,2,2,3,2,2,1,2,".",1,"Mental issues are harder to be discussed with anyone.",1,2,2,"No",45,"m","New Zealand"
"26-100",1,2,3,1,1,1,5,2,1,3,2,3,1,2,"There are many laws that protect applicants from discrimination based on physical ability so I wouldn't feel too concerned about bringing up a physical health issue in an interview.",2,"I feel like it would hurt my chances of getting the job. I'm not aware of any laws that protect applicants from discrimination based on mental health as there are with physical health.",1,2,1,"No",29,"M","United States of America"
"500-1000",1,1,1,2,2,2,1,1,1,2,1,2,1,1,"Depends on the context, usually they have no need to know",2,"Again, they have no need to know.",2,1,1,"Yes",33,"Agender","United Kingdom"
"100-500",1,3,2,1,3,1,6,3,1,3,3,1,1,3,"Because why do they need to know.",2,"Because why do they need to know.",3,4,2,"Yes",31,"m","United States of America"
"More than 1000",2,3,3,1,3,2,3,2,1,1,3,3,1,3,"Should not be relevant to hiring deicition",2,"Would not want to bring up anything like this as it could negatively influence hiring decision",3,4,2,"Yes",44,"F","United States of America"
"100-500",1,3,2,1,1,1,1,1,1,2,1,3,2,3,"",2,"",1,2,4,"Yes",33,"female","United States of America"
"6-25",1,2,4,1,1,1,3,1,1,2,1,2,1,1,"depends what the issue is.",1,"Depends on the type of mental disorder.",2,1,1,"No",26,"male","United States of America"
"More than 1000",1,4,3,1,3,1,1,1,1,1,3,1,1,3,"Fear of no offer",2,"No offer",1,1,1,"No",28,"Dude","United States of America"
"6-25",1,4,4,1,3,1,5,3,2,3,3,2,1,3,"It could negatively influence my chances of being hired.",2,"It could negatively influence my chances of being hired.",3,4,4,"Yes",28,"F","United States of America"
"100-500",1,3,3,1,1,1,3,2,1,3,2,1,2,2,"Everybody's had a physical health issue at some point in their life.",2,"Don't want to be flagged as crazy.",1,2,2,"Yes",38,"Male","United States of America"
"100-500",1,3,2,2,2,2,2,2,1,1,1,1,2,1,"Depends on relevance to work ",2,"Too personal ",3,2,2,"Yes",37,"Male","United States of America"
"1-5",1,2,4,1,1,3,1,1,2,1,3,1,2,2,"",3,"",3,4,1,"No",25,"male","India"
"More than 1000",1,3,3,1,1,2,2,2,1,2,2,1,1,3,"Private ",2,"Private",1,1,1,"No",38,"Male","Germany"
"100-500",2,4,4,1,3,1,6,2,1,1,1,1,1,2,"Typically more common and, in my eyes, physical health issues do not have a stigma attached to them like many mental health issues. Any kind of mental health issue tends to leave a lot of people ending up with some sort of 'label'.",1,"I'd be concerned that if I mentioned my generalised anxiety issues it may lead them to believe that I am not a confident worker (which I almost certainly am). Basically - I'd fear they wouldn't properly understand! A lot of people are incredibly ignorant to anxiety and just end up telling you 'not to worry' about parts of your day to day that may make one feel anxious etc.",2,2,1,"No",24,"Male","United Kingdom"
"6-25",1,1,1,1,1,1,5,1,1,1,1,3,1,2,"",1,"",3,1,1,"No",23,"Male","United Kingdom"
"6-25",1,4,3,1,1,2,3,2,1,2,3,1,1,3,"It would limit potential for employment",2,"It would limit potential for employment - why would they hire someone with mental health issues over a healthy person? It's like being on a football team - would they hire someone injured or someone ready to jump in and play?",1,1,1,"No",26,"male","United States of America"
"More than 1000",2,4,3,1,3,1,3,2,2,3,3,2,1,1,"Depends on the job and organisation",1,"Hard to say. Probably as would jeapodise job",1,4,1,"No",43,"Male","United Kingdom"
"6-25",1,4,3,1,1,1,1,1,1,1,2,1,1,1,"Unsure how they would react. Even good people have unconcious bias..",1,"Depends how empathetic the interviewer was. And how certain a job offer already is. Might cause bias unintentionally if raised to early",2,1,5,"No",30,"Male","New Zealand"
"26-100",2,4,4,1,1,1,4,2,1,3,3,1,1,3,"Because it's illegal for them to ask and there is no obligation for me to offer the information.",2,"See above.",3,4,2,"No",40,"M","United Kingdom"
"6-25",1,2,4,1,1,1,6,3,2,3,3,1,1,1,"",1,"",3,2,5,"No",22,"Male","United Kingdom"
"More than 1000",1,3,2,1,1,3,4,2,1,3,3,3,1,3,"I don't want it to affect me getting the job.",2,"Same reason as above",3,4,1,"Yes",39,"M","United States of America"
"100-500",1,4,4,3,3,1,1,1,1,2,1,2,1,1,"Depending on the nature of the health issue, I may feel uncomfortable sharing it with someone I'm not close to.",1,"Depending on the nature of the health issue, I may feel uncomfortable sharing it with someone I'm not close to.",2,1,2,"No",33,"M","United States of America"
"500-1000",1,4,4,1,2,1,6,2,1,3,3,3,1,1,"",1,"",3,4,1,"Yes",41,"f","France"
"More than 1000",1,3,3,1,3,1,2,1,1,3,3,1,1,1,"From the interviewing advice I've read, health issues should be brought up at the offer stage, not during the interview. If I had a good rapport with the interviewer, I might bring it up in the interview. Otherwise, I wouldn't mention it until offered the job.",1,"Same answer as for physical health issues.",1,2,1,"Yes",30,"Female","United States of America"
"6-25",1,3,4,1,1,1,5,1,1,1,2,2,1,2,"Because it's important.",1,"Not sure.",1,2,1,"No",52,"Male","United States of America"
"6-25",1,4,3,3,3,1,2,1,1,1,1,1,1,1,"To avoid being potentially disqualified due to that fact.",2,"To avoid being disqualified due to that fact.",1,2,2,"No",39,"Male","United States of America"
"26-100",2,2,4,1,1,3,4,3,3,3,3,3,1,3,"If I want the job, I should be at my full health, so. It's cultural thing here too.",2,"same reason",3,4,4,"No",43,"Male","Poland"
"6-25",1,3,4,1,3,2,4,1,1,3,2,1,1,3,"Could impact the outcome of the interview.",2,"Would alter the outcome of the interview.",3,1,2,"No",39,"male","United States of America"
"More than 1000",2,3,3,2,3,1,2,2,1,1,1,1,1,3,"Worried it may affect my chances of getting the job.",2,"Worried it would affect my chances of getting the job.",1,2,5,"No",38,"Male","United Kingdom"
"More than 1000",2,4,3,2,2,1,4,3,1,3,3,1,1,1,"If it wasn't immediately apparent and/or it was embarassing to talk about with someone who is not family or a close friend, I wouldn't tell them.",2,"I want to be viewed as someone they can rely on and who is emotionally strong, even though that might not be the case.",2,1,1,"Yes",27,"Female","United States of America"
"6-25",1,3,2,2,2,2,3,1,1,1,3,2,1,1,"If it is going to be something that Im dealing with at the time or something that is noticeable then yes. I feel that most employers would be more accepting of a physical health issue than a mental health issue. ",2,"I am currently an opiate addict and will be for as long as I live. I have not used in 3 years. It still messes with me to this day. I do not think I would ever be comfortable sharing that with an employer. Its not documented anywhere that I am an addict so there would be no reason to share such a thing to an employer. Most people do not realize that I have something wrong with my brain chemistry not that I am a terrible person or want to be this way. I do great work and I have had my current job for 6 years. But I feel like if I told any employer that I would be discriminated against or eventually let go.",3,4,4,"No",25,"male","United States of America"
"More than 1000",2,3,3,3,2,2,3,2,1,3,2,2,1,1,"I have an eye condition that will require medical leave at some yet to be determined future point.",2,"I think it would negatively impact the interview.",3,4,4,"No",33,"Male","Canada"
"100-500",1,4,4,1,1,1,2,2,1,2,2,1,1,1,"Some physical issues can be private too.",2,"That would be job suicide.",1,1,5,"No",34,"Male","Canada"
"100-500",1,4,3,1,1,1,6,2,1,1,1,1,1,3,"It depends on the physical health issue. There are too many companies in tech that worship the ""dev rock star"" stereotype where long hours and the sacrifice of work balance is held in higher regard. They will work devs to the bone if we allow them too. Any resistance to working too many hours is labeled as ""rebellion"". I've worked jobs where I had to strategically plan my days off because I couldn't afford to lose all my PTOs and as a result, have forced myself to go to work even while having asthma or being sick. Basically, if I'm not half dead, then I can make it to work because I need to ""save those days for when I really need it"".",2,"The stigma makes me wary of bringing up mental health issues during an initial interview. I feel like the more I get to know a job and it's people, that determines how comfortable I am with being open about my mental health. I feel like it's too risky to bring up in an interview where both parties don't know one another well enough. I have anxiety and depression, which can also include focus/motivation issues. I feel like mentioning things like this would give the impression that I'm not a good employee who can get things done. However that's not true. I am very responsible and will meet deadlines so long as I can work when I'm most productive and there are flexible schedules.",1,1,1,"No",31,"female","United States of America"
"1-5",1,2,1,1,1,1,1,1,1,2,1,2,1,1,"",1,"",1,1,1,"No",32,"M","United States of America"
"100-500",1,4,3,1,1,1,5,3,2,3,3,3,2,3,"",2,"",3,4,4,"No",32,"M","United States of America"
"More than 1000",2,4,4,1,1,1,4,3,1,3,3,3,1,1,"I've seen people with physical health issues previously accommodated for",2,"To avoid the stigma that it brings.",3,4,4,"Yes",28,"male","United Kingdom"
"100-500",1,4,4,1,3,1,4,3,2,1,2,3,2,3,"",2,"",1,2,4,"Yes",37,"Male","United States of America"
"6-25",1,4,3,1,1,1,2,2,1,1,2,1,1,1,"Depends, if it affects the productivity, no",2,"Bad experience before, I need to trust the new people to open myself",5,2,3,"Yes",27,"female","Germany"
"6-25",1,1,1,1,3,1,2,1,1,1,1,2,1,3,"",2,"There is still a stigma around mental health issues. The interviewer's perception of my skills and capability to perform the required tasks of the role may be altered because of this (even though I wouldn't have the job yet).",1,2,4,"No",31,"Female","Other"
"More than 1000",1,4,4,1,3,1,2,1,1,1,1,2,1,2,"",3,"",2,1,1,"No",28,"M","United States of America"
"26-100",1,4,3,1,3,2,3,2,1,3,3,2,1,2,"employer have incentives (to pay less taxes) to hire ppl w/ disabilities in france",1,"not sure - you usually don't know the ppl interviewing you ",3,2,1,"No",32,"male","France"
"500-1000",2,4,4,1,2,2,3,1,1,2,1,1,1,2,"Idk",1,"Idk",3,2,2,"No",29,"Male","United States of America"
"More than 1000",2,1,1,1,2,1,3,2,1,3,2,3,1,2,"honesty",1,"fear",3,4,2,"No",52,"m","Switzerland"
"26-100",1,2,1,1,1,1,3,2,1,2,1,1,1,3,"I feel they might be biased",2,"They will definitely be biased",3,2,2,"No",38,"male","Ireland"
"6-25",2,4,4,1,3,1,5,2,1,3,1,1,1,1,"I would bring it up if I required special equipment to do my job, or if I felt the need to explain how I can do my job despite the physical issue.",2,"I'm not comfortable enough explaining or discussing mental health. I feel that it may ""make it weird"" in the interview.",2,2,2,"No",27,"Male","United States of America"
"100-500",2,3,2,1,1,2,5,2,1,1,2,3,1,3,"",2,"",3,4,3,"Yes",28,"female","Germany"
"26-100",1,3,2,1,3,2,2,2,1,1,1,2,1,1,"Only if relevant and would need accommodation.",1,"Similarly to physical issues, only if I felt I needed accommodation.",3,2,1,"Yes",24,"Male","United States of America"
"6-25",1,2,4,1,1,3,6,2,1,3,3,3,1,2,"",2,"",1,2,2,"No",23,"male","India"
"500-1000",1,4,4,1,3,1,1,1,1,3,2,1,1,2,"Might effect work, and it seems accepted",2,"It's embarassing",1,2,1,"No",28,"male","United States of America"
"6-25",1,2,3,2,1,1,2,1,1,1,1,1,1,2,"",1,"",3,2,1,"Yes",39,"m","Germany"
"6-25",1,3,2,2,2,3,1,2,1,1,1,3,1,2,"I have a long-term chronic/constant headache and, well, it impedes my work from time to time. They need to be aware/okay with that.",1,"I don't suffer from any mental health issues that warrant discussion - so I'm not sure!",1,2,1,"No",31,"male","Germany"
"More than 1000",1,4,4,3,3,1,2,3,2,3,3,1,1,1,"It seems like it would generally be useless information but may lend towards casual conversation. Like ice breaking.",2,"The tech field seems highly reliant on mental capabilities. So I would fear that any issues disclosed here might negatively impact my standing (justified or not).",1,2,1,"No",30,"male","United States of America"
"26-100",1,3,3,1,1,2,5,2,1,1,2,1,1,1,"I think it would depend on the job requirements and the limitations my physical health would have on carrying out my duties.",2,"Unless I felt comfortable or knew how the employer felt about mental health, I most likely wouldn't feel ready to disclose that information that early on.",1,4,5,"No",25,"Female","United States of America"
"6-25",1,1,3,1,3,1,5,2,2,2,2,3,1,1,"I am not sure it would hinder my place in the job",1,"I am not sure it would hinder my place in the job",3,1,1,"No",26,"Male","United Kingdom"
"26-100",1,3,3,1,1,2,2,1,1,1,1,1,2,3,"I would likely perceive that as irrelevant to the interview process.",2,"I would likely perceive that as irrelevant to the interview process.",1,1,2,"No",30,"male","United States of America"
"26-100",2,2,1,1,1,1,5,1,1,1,1,2,1,3,"I would only bring it up if it affected my ability to do my job",1,"If it affected my ability to do my job",2,1,1,"Yes",45,"female","United Kingdom"
"26-100",1,1,1,3,3,1,1,1,1,3,2,2,1,3,"Wouldn't want to risk job",2,"As above",3,2,1,"No",28,"Female","United Kingdom"
"500-1000",2,3,2,3,2,1,2,2,1,1,1,2,1,1,"If it would require minor accommodations that would not be perceived as overly onerous.",2,"The one time I did in the past, the interviewer clearly wrote me off immediately.
Now, I try to judge whether an organization would be a supportive environment without outing myself. It’s a lot easier to ask for accommodation after getting hired and demonstrating the ability to do the job than to give the employer a reason not to hire you in the first place.",5,1,4,"Yes",38,"male","United States of America"
"More than 1000",1,4,3,3,3,2,2,1,1,1,1,2,1,2,"",3,"",2,1,1,"Yes",34,"Male","Hungary"
"26-100",1,3,3,2,2,2,3,2,1,1,1,1,1,3,"Other than perhaps asking about benefits that I would need/want it's not really their business unless it impacts my daily work.",2,"I would not want to risk possible discrimination.  Even if it's illegal, it can bias opinions.",1,2,1,"No",39,"M","United States of America"
"6-25",2,3,4,1,3,1,6,2,1,3,2,1,1,1,"I feel physical injuries are more acceptable now.",2,"I would be afraid that I would be looked-over.",3,2,1,"No",30,"Male","United States of America"
"More than 1000",1,3,2,1,2,1,6,3,2,3,3,1,2,3,"Discrimination and not hired",2,"Discrimination and not hired",5,2,2,"No",31,"Female","United States of America"
"500-1000",1,3,2,2,2,1,2,1,1,2,1,2,2,3,"Nobody's business but my own.",2,"Nobody's business but my own.",2,1,3,"Yes",32,"Male","United States of America"
"More than 1000",2,2,1,1,1,1,3,3,1,3,3,1,2,3,"Might prejudice hiring decision",2,"Would definitely not be hired",5,4,4,"Yes",32,"Male","United Kingdom"
"100-500",2,4,3,1,1,1,4,3,1,3,3,1,1,3,"",2,"Stigma",3,4,5,"Yes",35,"Male","United States of America"
"100-500",1,3,2,1,1,1,4,3,3,3,3,3,1,3,"Risk not getting position",2,"Risk not getting position",3,4,2,"Yes",36,"Male","United States of America"
"26-100",1,4,3,1,1,1,2,2,2,2,1,3,1,2,"",1,"",1,2,1,"No",33,"Male","United States of America"
"6-25",1,4,3,3,3,1,6,3,1,1,3,1,1,1,"Might affect if I get the job or not",1,"Same as above",1,2,5,"No",22,"male","United States of America"
"100-500",1,3,2,3,2,2,3,1,1,2,1,2,1,1,"",1,"",2,1,1,"No",34,"Male","United States of America"
"100-500",1,2,1,1,2,1,6,3,1,2,1,3,2,3,"Doesn't concern them",2,"Doesn't concern them",3,4,4,"Yes",37,"male","Bulgaria"
"1-5",1,2,4,1,1,1,2,2,1,3,2,1,1,2,"",3,"jjjjjj",3,1,1,"No",43,"M","Switzerland"
"More than 1000",1,3,3,2,2,1,5,1,1,3,2,2,1,2,"Because it's important for them to know who they are hiring and for me to establish my needs early.",1,"Because it might just make me look stupid.",1,1,4,"No",32,"Male","United States of America"
"500-1000",2,2,3,1,3,1,1,1,1,2,1,2,1,2,"",3,"",2,1,1,"No",29,"male","United States of America"
"100-500",1,4,4,1,3,2,5,2,1,3,3,3,1,2,"If the job required lifting",2,"It is embarrassing and would probably lose me the job. ",3,4,5,"No",30,"male","United States of America"
"26-100",1,2,4,1,1,1,2,1,2,3,2,1,1,2,"Its important to make it clear, sometimes you may have limitations which your employer must be aware. No surprises for both sides",3,"Because I don't want to cause any surprise, and I might need some days off because of it",1,1,1,"Yes",26,"Male","Netherlands"
"26-100",1,3,2,3,3,1,3,1,1,1,2,3,1,2,"",2,"",1,2,3,"Yes",35,"Male","United States of America"
"6-25",1,4,3,1,3,1,2,1,1,2,1,1,1,3,"Although illegal, I wouldn't want a physical health issue to weigh on someones mind when they make the decision whether or not to hire me.",2,"Although illegal, I wouldn't want a mental health issue to weigh on someones mind when they make the decision whether or not to hire me.",1,1,5,"No",25,"Male","United States of America"
"100-500",1,4,3,1,3,1,2,1,1,2,1,2,1,2,"Why not? Sometimes even not-work connected topics come up in interviews",3,"I did for my current job. I didn't want surprises. And I wanted to know if that's a blocker of getting hired. It might become an issue some day so I wanted to be sure they know what they get and that, through their reaction I get a glimpse of what I get",4,2,3,"Yes",32,"Female","Sweden"
"500-1000",1,3,2,2,2,2,2,2,1,1,2,1,1,2,"",2,"It's not relevant to the role and illegal to allow for discrimination based in such things in the UK.",1,2,1,"No",34,"Female","United Kingdom"
"More than 1000",1,3,3,1,2,1,5,2,2,3,3,3,1,2,"If it needs accommodation then I feel you should be upfront and honest",2,"Too much stigma",3,4,4,"Yes",45,"Male","United States of America"
"More than 1000",2,3,2,2,2,1,2,2,1,1,2,1,1,2,"",1,"",1,4,1,"Yes",30,"male","United States of America"
"More than 1000",1,1,4,1,3,1,4,3,2,3,2,3,2,1,"Fear that it would be used as a reason not to hire me",1,"Fear it might make the prospective employer uncomfortable with hiring me",5,4,4,"Yes",29,"Male","United States of America"
"More than 1000",1,4,3,3,2,1,6,2,1,1,2,3,1,1,"",2,"",1,2,1,"No",27,"Male","United States of America"
"6-25",1,3,2,2,2,2,1,1,1,2,1,2,1,2,"Because it is important",2,"Because that is up to them to share ",4,5,3,"No",40,"Male","United Kingdom"
"26-100",2,4,3,1,1,1,4,1,1,1,1,2,1,1,"It would depend on the nature of the physical health issue and the job role. Relevance is probably the most important deciding factor.",2,"It's roughly equivalent to getting a tattoo on your forehead saying ""don't hire me""",5,1,3,"No",35,"Male","United Kingdom"
"26-100",2,2,1,1,1,1,5,2,2,1,2,1,1,3,"Not relevant to the interview process.",2,"Not relevant to the interview process.",3,2,4,"Yes",36,"Female","United Kingdom"
"100-500",2,3,2,1,2,2,6,3,1,1,1,1,1,1,"Many physical health issues are obvious and not addressing them is therefore obvious. ",1,"Mental health issues have a negative stigma. ",3,2,5,"No",32,"Female","United States of America"
