"companySize","empPrimTech","empProvideMHB","knowMHB","empDiscMH","empResourceMH","anonProtected","askLeaveDiff","negConsDiscMH","negConsDiscPH","coworkComfMHD","superComfMHD","empSeriousMH","heardNegConsMH","discInterviewPH","explanationPH","discInterviewMH","explanationMH","hurtCareerMH","teamNegMH","observeBadResponseMH","diagnosedWithMHD","age","gender","country"
"100-500",1,3,4,1,1,1,2,2,1,3,2,1,1,1,"I think it could lead to not being hired.",2,"I think it would definitely lead to not being hired.",1,2,2,"No",41,"Female","United States of America"
"26-100",2,3,2,1,2,1,2,1,1,1,2,2,1,1,"",1,"",2,2,1,"No",36,"Male","Sweden"
"26-100",1,3,2,2,2,1,3,3,1,1,3,2,1,3,"Just one more thing to filter me out ",2,"Just one more thing to filter me out",1,1,5,"Yes",23,"Male","United States of America"
"More than 1000",2,3,2,2,2,2,3,1,2,1,3,2,1,1,"The interviewer might be uninformed as to the impact of my disability on my ability to do the job.",2,"There is a stigma surrounding mental health issues.  I must trust someone before sharing that info.",1,2,2,"Yes",54,"Female","United States of America"
"26-100",2,4,3,2,2,2,3,2,1,2,2,1,2,1,"It would depend on the job requirements and expectations",1,"It would depend on the job expectations, culture, and expectations.",1,1,2,"No",34,"female","United States of America"
"6-25",1,4,4,1,1,1,1,3,1,2,1,1,1,3,"im not gonna risk that",2,"not gonna risk that !",3,2,1,"No",36,"m","Netherlands"
"1-5",1,3,2,1,1,1,3,2,1,1,2,1,1,3,"People like to associate mental health with drama, and might feel like you'd make the workplace more hostile.",2,"",1,2,4,"No",27,"male","United States of America"
"100-500",1,3,2,1,3,1,2,2,1,1,2,1,1,1,"depends if it is relevant to my job",2,"because I can't control their reaction and unlike physical disorders which are better understood metal disorders are often less understood and judged more ",3,4,3,"Yes",32,"male","United States of America"
"6-25",1,3,2,1,1,3,4,3,3,1,3,3,1,1,"",1,"",1,2,2,"Yes",21,"Male","Germany"
"1-5",1,4,4,2,2,2,2,1,1,2,1,2,1,2,"It would have bearing on the job",3,"Same reason as physical",1,1,1,"No",44,"m","United States of America"
"26-100",1,4,3,3,3,1,3,1,1,1,1,2,1,3,"",2,"",1,2,1,"No",33,"m","United States of America"
"More than 1000",1,3,4,1,3,2,4,2,1,3,3,3,2,2,"Pretty obvious when you're on crutches, tends to raise questions!",2,"I have a difficult enough time with my physical disabilities. Opening up my mental health issues at that time would serve no purpose",3,4,3,"Yes",38,"M","United Kingdom"
"More than 1000",1,3,3,2,2,1,6,2,1,1,2,3,1,1,"",2,"",3,4,3,"No",38,"Male","Ireland"
"1-5",1,4,4,1,3,3,4,2,2,3,3,3,2,1,"In usual enterprises do not give importance to health or problems from the 'worker'. It is a big wall, still, unhapiness. ",3,"Because it can affect the business, me and him if i am in bad mode.",3,4,4,"No",22,"Female","Brazil"
"More than 1000",2,4,4,1,1,1,4,2,2,3,1,3,1,1,"",1,"",3,4,4,"No",27,"f","Canada"
"6-25",2,2,4,1,1,1,5,2,1,2,3,1,1,3,"A health issue would have a negative effect on getting the job.",2,"It would be a negative in the hiring process.",3,2,2,"Yes",66,"male","United States of America"
"1-5",2,4,3,1,1,1,4,2,2,3,3,2,1,3,"Health benefits are expensive and few business hire someone they know will cost them a lot.",2,"I believe it would severely hinder your chances of getting a job",3,4,5,"No",25,"Male","United States of America"
"26-100",1,1,1,1,1,1,3,2,1,1,2,1,1,1,"",2,"",1,2,4,"No",22,"Male","Netherlands"
"26-100",1,2,4,1,1,1,2,1,1,2,1,3,1,1,"maybe this physical health issue will not change the way I work",1,"Yes, this shit can crack my workflow, you know? ",2,2,2,"No",29,"male","Brazil"
"100-500",1,2,4,2,2,3,2,3,1,3,1,1,2,3,"",1,"",5,3,3,"No",33,"Male","New Zealand"
"6-25",1,2,4,1,1,1,5,2,1,3,3,1,1,2,"",2,"",3,4,1,"No",27,"Male","Sweden"
"6-25",1,4,4,1,3,1,5,3,2,3,2,1,1,1,"",1,"",5,3,2,"Yes",44,"male","United States of America"
"6-25",2,4,3,1,3,1,6,2,1,3,3,1,1,1,"",2,"",3,4,1,"No",32,"M","United States of America"
"500-1000",2,3,3,2,2,3,4,3,1,1,3,3,1,3,"Immediate disqualification",2,"Immediate dismissal",3,4,2,"No",59,"female","United States of America"
"More than 1000",1,3,2,3,3,1,3,1,1,2,1,2,1,2,"Because if they can't deal with it, then I don't want to work with them.",3,"I would only bring it up if I felt it was going to negatively impact my work. If I knew it was, then it would only be fair to share it up front.",2,1,1,"Yes",32,"Male","United States of America"
"More than 1000",2,1,1,1,2,1,4,3,1,3,3,3,1,1,"",1,"",3,4,2,"No",41,"male","United Kingdom"
"1-5",1,2,3,1,2,1,1,1,1,2,1,2,1,2,"If it will affect my work, or require that I be treated differently from others, the employer needs to know about it before hiring me.",1,"Depends on the mental health issue and how I feel about the interviewer.  But just like a physical issue, if it's going to affect my employment, the employer should know about it up front. ",3,2,1,"Yes",38,"f","United States of America"
"More than 1000",2,2,4,2,2,2,5,1,1,2,2,3,1,3,"There isn't a physical health issue that would affect the sort of work I do without stopping me working altogether.",1,"It depends on how the interview is going, and how the condition may/may not affect the role.",3,1,4,"Yes",43,"Male","United Kingdom"
"100-500",1,3,2,1,2,2,1,1,1,1,1,2,1,3,"It has nothing to do with my ability to perform my role.",2,"Again, it has nothing to do with the ability to perform my role. I am not my mental illness.",2,5,3,"Yes",29,"Female","United States of America"
"100-500",1,4,3,2,3,1,1,1,1,2,2,1,1,3,"I think it would lower my chances of getting the job and take away from all the things that I can bring to the job! ",2,"Same thing, lower chances of getting the job and fear that they would zone in on that rather than all the awesomeness I can bring ",3,4,1,"No",25,"female ","United States of America"
"26-100",1,3,2,2,1,3,2,1,1,1,1,2,1,3,"Well of course the employer doesn't want to hire people with significant physical health issues, especially if it's the first issue which comes up. Iv'e had to fill in Afghanistan for my country as asking country would make it too easy to identify me. You shouldn't be asking such personal questions on an anonymous survey.",2,"Well of course the employer doesn't want to hire people with significant physical health issues, especially if it's the first issue which comes up. On the other hand I would be comfortable putting in specific conditions for hours (time or amount) which I require for my own mental health. I'm looking for employment, not a psychological counsellor when I see work.",3,3,2,"Yes",49,"Male","Afghanistan"
"26-100",1,2,4,2,1,1,6,3,3,3,3,1,1,3,"Unless the issue severely stops me from working, I think mentioning it would affect my chances. ",2,"I do not think that they would understand, and it would affect their decision. ",1,2,2,"Yes",36,"Male","United States of America"
"26-100",1,4,3,1,3,1,5,2,1,1,2,3,1,1,"It depends on the issue and how I feel like the employer is likely to respond.",2,"I feel like they'd not hire me because of it. They'd come up with some BS excuse but I'd suspect it'd be because of the mental health issue.",2,2,5,"No",28,"Male","United States of America"
"More than 1000",2,4,4,1,1,1,5,2,2,3,3,3,1,1,"If i felt it would negatively effect my chances of getting the position",2,"I feel like it would prevent my future employment",3,4,2,"Yes",37,"m","United States of America"
"6-25",2,1,2,1,1,2,5,3,1,3,3,1,2,3,"Not unless it was relevant to my job, but I do not go after jobs where that could be and I do not really have any physical health issues. I would not bring up an intention to get pregnant either (which could be considered as such).",2,"To avoid stigma.",3,4,4,"Yes",23,"female","United States of America"
"More than 1000",2,3,2,2,2,2,3,1,1,1,1,2,1,3,"I am privileged enough to know how to do prior research. I expect to find answers to my question in existing resources on the HR site.",2,"",1,4,1,"Yes",32,"male","United States of America"
"1-5",1,2,1,3,3,1,5,1,1,3,2,1,1,1,"If I was desperate for the job, I would not want to jeopardize my candidacy. On the other hand, if the health issue was very serious and could interfere with the responsibilities of the position, I feel that the employer should probably know about it.",1,"If I was desperate for the job, I would not want to jeopardize my candidacy. On the other hand, if the health issue was very serious and could interfere with the responsibilities of the position, I feel that the employer should probably know about it.",1,2,2,"No",28,"Male","Canada"
"More than 1000",2,4,3,1,3,1,3,1,1,3,2,1,1,1,"",2,"",1,2,1,"Yes",28,"M","United Kingdom"
"More than 1000",1,3,2,1,3,1,2,2,1,3,3,3,1,1,"depends on the issue, afraid of presumptions",2,"more personal issue, afraid of looking like an excuse (see: why don't you just smile more?)",3,4,2,"Yes",29,"Male","United States of America"
"100-500",1,4,3,1,3,1,6,1,1,2,1,2,1,3,"Would be concerned I wouldn't be considered for the position.",2,"Would be concerned I wouldn't be considered for the position.",3,4,4,"Yes",35,"Male","United States of America"
"500-1000",1,1,3,2,2,2,2,1,1,2,1,2,1,1,"During the interview process I wouldn't yet know details of the company's policy on this.",1,"",2,1,1,"No",35,"Male","Sweden"
"More than 1000",2,3,3,1,2,2,2,1,1,2,1,1,1,1,"",1,"",2,1,4,"No",31,"Male","United Kingdom"
"More than 1000",1,3,2,2,2,2,2,1,1,1,1,2,1,2,"It's relevant.",3,"It's also relevant",3,4,4,"No",37,"m","Canada"
"6-25",1,4,3,2,2,2,1,1,1,2,1,2,1,1,"Would just depend on the relevance to the discussion.  I wouldn't bring it up unless necessary.",1,"Would just depend on the relevance to the discussion.  I wouldn't bring it up unless necessary.",1,1,1,"Yes",34,"Female","United States of America"
"26-100",1,3,2,1,1,1,1,1,1,1,1,1,1,1,"Yes if it would impact my work",1,"If it meant that I needed a flex schedule or similar accomodation",2,2,1,"Yes",39,"Woman","United States of America"
"100-500",1,3,2,1,1,1,5,2,1,3,2,1,1,2,"",2,"Feel like they would potentially not hire because of mental health issues",3,4,4,"Yes",29,"female","United States of America"
"More than 1000",1,3,3,1,2,2,1,1,1,2,1,3,1,2,"If I have a physical health issue, the new employer needs to be aware of it before hiring me.",1,"It would depend on the type of MH iddue.",1,2,1,"No",63,"Male","United States of America"
"More than 1000",2,2,1,1,1,1,4,3,3,3,3,3,2,3,"I am concerned that it would count against me at interview stage.",2,"I'm almost certain it'd count against me at interview stage.",5,4,3,"Yes",28,"Queer","United Kingdom"
"6-25",1,2,4,1,1,3,1,1,1,2,1,2,1,3,"I work in tech so physical issues, unless my hard is broken, doesn't matter.",3,"I don't have OCD but I'm little obsessive with things and I'm pretty open about it.",1,1,1,"No",19,"Male","India"
"More than 1000",1,3,4,1,1,2,2,2,1,3,3,3,2,3,"Anything that would add complications or additional load on my potential employer seems to only have negative ramifications.",2,"I don't trust my employer with that information.",3,4,3,"No",40,"Male","United States of America"
"More than 1000",2,3,2,2,2,2,1,2,1,1,1,1,1,1,"",1,"Na",2,1,1,"Yes",49,"F","United States of America"
"6-25",1,1,1,2,2,2,1,1,1,2,1,2,1,1,"It would depend on whether the issue would affect my needs in the workplace. If so, bring it up. If not, it's not necessary to bring up.",1,"Same reasons as physical",1,1,1,"No",27,"Female","Australia"
"More than 1000",2,3,2,1,2,2,2,2,1,3,3,3,1,2,"If I felt it was important, I wouldn't feel it was likely that there would be any negative effect from sharing this.",2,"I have personally experienced negative treatment after disclosing mental illness.  I want to avoid doing so ever again.",5,4,3,"Yes",39,"male","United States of America"
"More than 1000",2,4,3,2,2,2,3,1,1,2,1,2,1,2,"",3,"",2,5,2,"Yes",35,"Male","United Kingdom"
"26-100",1,4,4,1,3,1,6,2,2,1,2,1,1,1,"",1,"",1,2,5,"No",35,"M","United States of America"
"26-100",1,3,3,1,1,1,4,2,2,1,3,3,1,1,"I guess it would depend on what type of physical issue it was and how often it may affect my work as far as absences for treatment, etc.",2,"Mental health feels more subjective in some cases despite potentially having a diagnosis and could be viewed as detrimental to culture and performance if someone is say clinically depressed or has an anxiety disorder. Also it feels harder to explain potential absence due to a mental disorder.",5,4,4,"Yes",42,"female","United States of America"
"6-25",1,3,2,2,1,2,1,1,1,1,1,2,1,2,"I don't feel that a physical disability should be a deciding factor in someone's potential employment.  ",3,"Disclosing mental illness up front is a good way to know an employer's stance or attitude towards mental illness and would help me decide if employment at that business would be worth it for me",2,2,4,"No",35,"Male","Canada"
"100-500",1,4,4,1,3,1,5,1,1,1,1,2,1,3,"Don't want to be discriminated against",2,"Do not want to be discriminated against",3,4,3,"Yes",31,"female","United States of America"
"100-500",1,3,2,1,1,1,6,2,2,3,3,1,1,1,"If they made an offer and the issue would impact my work or scheduling. ",1,"If they made an offer and the issue would impact them. ",1,2,1,"No",39,"Male","United States of America"
"More than 1000",1,4,3,1,3,1,2,2,2,3,2,2,1,2,".",1,"Mental issues are harder to be discussed with anyone.",1,2,2,"No",45,"m","New Zealand"
"26-100",1,2,3,1,1,1,5,2,1,3,2,3,1,2,"There are many laws that protect applicants from discrimination based on physical ability so I wouldn't feel too concerned about bringing up a physical health issue in an interview.",2,"I feel like it would hurt my chances of getting the job. I'm not aware of any laws that protect applicants from discrimination based on mental health as there are with physical health.",1,2,1,"No",29,"M","United States of America"
"6-25",1,3,4,1,1,1,6,1,1,2,1,2,1,3,"Although it should be protected, not convinced it wouldn't harm my chances.",2,"Although should be protected, not convinced it wouldn't harm my chances.",2,1,1,"Yes",20,"Male","United States of America"
"100-500",1,1,1,1,3,1,4,3,2,1,2,1,1,3,"It could reduce my hire-ability, even though it may not as well, why take a chance?",2,"See above note about physical discussion.",3,4,1,"No",34,"m","United States of America"
"500-1000",1,1,1,2,2,2,1,1,1,2,1,2,1,1,"Depends on the context, usually they have no need to know",2,"Again, they have no need to know.",2,1,1,"Yes",33,"Agender","United Kingdom"
"100-500",1,3,2,1,3,1,6,3,1,3,3,1,1,3,"Because why do they need to know.",2,"Because why do they need to know.",3,4,2,"Yes",31,"m","United States of America"
"More than 1000",1,3,2,2,2,2,1,2,1,2,1,1,2,3,"Not their place",2,"Not topical to hiring",4,5,4,"Yes",36,"Male","United States of America"
"100-500",1,3,2,1,2,3,2,2,2,3,3,1,2,2,"Because it's an unfortunate part of who I am.",3,"Because it's an unfortunate part of who I am.",1,2,4,"No",30,"Male","United States of America"
"More than 1000",2,3,3,1,3,2,3,2,1,1,3,3,1,3,"Should not be relevant to hiring deicition",2,"Would not want to bring up anything like this as it could negatively influence hiring decision",3,4,2,"Yes",44,"F","United States of America"
"1-5",1,4,3,1,1,1,2,2,2,1,3,2,1,1,"It would depend on the physical health issue. To me, no one should be treated differently based on a health issue. But some employers might be turned off by that information.",2,"There's a still very prominent stigma against mental health and that anyone with a mental illness is ""crazy."" Some people would brush it off and understand that it's just like having asthma—an illness that we have to take medication for and we can live normal lives with it. But some don't understand that.",3,2,1,"Yes",23,"Female","United States of America"
"More than 1000",2,3,4,1,2,1,6,2,1,3,3,3,1,1,"Not sure if it would affect my work",2,"Depends on if it would affect my work",3,2,1,"No",46,"Male","United States of America"
"100-500",1,3,2,1,1,1,1,1,1,2,1,3,2,3,"",2,"",1,2,4,"Yes",33,"female","United States of America"
"500-1000",2,3,2,1,1,2,2,3,2,1,3,3,1,1,"Potential discrimination",2,"Potential discrimination",3,4,2,"Yes",32,"female","United States of America"
"6-25",1,2,4,1,1,1,3,1,1,2,1,2,1,1,"depends what the issue is.",1,"Depends on the type of mental disorder.",2,1,1,"No",26,"male","United States of America"
"More than 1000",1,4,3,1,3,1,1,1,1,1,3,1,1,3,"Fear of no offer",2,"No offer",1,1,1,"No",28,"Dude","United States of America"
"More than 1000",1,3,4,3,2,1,5,2,2,2,1,2,1,3,"Fear it would negatively bias myself",2,"Fear it would negatively bias me",1,2,1,"No",30,"Male","United States of America"
"6-25",1,4,4,1,3,1,5,3,2,3,3,2,1,3,"It could negatively influence my chances of being hired.",2,"It could negatively influence my chances of being hired.",3,4,4,"Yes",28,"F","United States of America"
"100-500",1,3,2,3,3,2,2,1,1,2,1,1,1,1,"",1,"",4,5,3,"Yes",31,"M","Canada"
"100-500",1,3,4,1,1,1,5,2,1,3,2,3,1,1,"",2,"",1,2,1,"No",29,"male","United States of America"
"26-100",1,4,4,1,1,1,2,2,1,3,3,3,1,3,"Not relevant",2,"Not relevant to my skills",1,4,2,"No",33,"Male","United States of America"
"More than 1000",1,3,2,3,2,2,6,2,2,1,2,2,1,3,"Fear of discrimination",2,"Fear of discrimination",3,2,4,"Yes",43,"female","United States of America"
"100-500",1,4,3,2,2,1,1,1,1,1,1,2,1,1,"Only if it affected my ability to do the job",2,"Physical is more obvious",1,1,1,"No",28,"Male","Australia"
"100-500",1,3,3,1,1,1,3,2,1,3,2,1,2,2,"Everybody's had a physical health issue at some point in their life.",2,"Don't want to be flagged as crazy.",1,2,2,"Yes",38,"Male","United States of America"
"6-25",2,3,2,1,1,2,2,2,1,1,3,1,1,2,"I have chronic lower back pain due to a narrow disk.  I would have no problem telling my employer about this if I felt lifting would be a part of my job.",2,"I feel like employers are not as understanding of prospective employees who might admit to battling bouts of depression or anxiety.",3,2,4,"Yes",30,"Male","United States of America"
"26-100",1,4,4,1,3,1,2,2,2,3,3,3,1,3,"Prefer to focus on benefits I bring. ",2,"Prefer to focus on benefits I bring. ",3,4,4,"No",48,"F","United States of America"
"6-25",1,2,4,1,1,1,3,3,2,3,2,1,1,3,"Fear of not getting the job.",2,"Fear of not getting the job",3,4,4,"No",28,"Male","Australia"
"100-500",1,3,2,2,2,2,2,2,1,1,1,1,2,1,"Depends on relevance to work ",2,"Too personal ",3,2,2,"Yes",37,"Male","United States of America"
"More than 1000",1,3,4,3,3,1,3,2,2,2,2,1,1,1,"",2,"",3,2,2,"No",33,"Male","United States of America"
"6-25",1,1,1,1,1,1,5,3,3,3,1,1,1,3,"It would negatively affect my chances of gaining employment",2,"It is impossible to talk about mental health issues with people you don't know and trust. You don't know how they will react and in my experience there is never any positive or favourable reaction to discussing mental health issues",5,4,3,"No",21,"Male","Australia"
"26-100",2,3,3,1,1,1,4,3,3,3,3,3,2,1,"I would not want a possibly unrelated physical impairment to interfere with the prospect of being hired",2,"Would not want to be the reason I did not receive the job",3,4,2,"Yes",25,"male","United States of America"
"100-500",1,3,4,1,1,1,5,2,2,1,3,3,2,3," Don't trust potential employers to not judge.",2,"Don't trust them not to judge and deny the job.",5,2,3,"Yes",40,"Male","United States of America"
"100-500",2,2,3,1,1,1,3,2,1,3,2,1,1,1,"If it was something to do with a workspace like requiring a standing desk etc ",2,"Because I don't think they would hire me then ",3,4,5,"Yes",30,"Female","Canada"
"1-5",1,2,4,1,1,3,1,1,2,1,3,1,2,2,"",3,"",3,4,1,"No",25,"male","India"
"More than 1000",1,3,3,1,1,2,2,2,1,2,2,1,1,3,"Private ",2,"Private",1,1,1,"No",38,"Male","Germany"
"100-500",2,4,4,1,3,1,6,2,1,1,1,1,1,2,"Typically more common and, in my eyes, physical health issues do not have a stigma attached to them like many mental health issues. Any kind of mental health issue tends to leave a lot of people ending up with some sort of 'label'.",1,"I'd be concerned that if I mentioned my generalised anxiety issues it may lead them to believe that I am not a confident worker (which I almost certainly am). Basically - I'd fear they wouldn't properly understand! A lot of people are incredibly ignorant to anxiety and just end up telling you 'not to worry' about parts of your day to day that may make one feel anxious etc.",2,2,1,"No",24,"Male","United Kingdom"
"6-25",1,1,1,1,1,1,5,1,1,1,1,3,1,2,"",1,"",3,1,1,"No",23,"Male","United Kingdom"
"6-25",1,4,3,1,1,2,3,2,1,2,3,1,1,3,"It would limit potential for employment",2,"It would limit potential for employment - why would they hire someone with mental health issues over a healthy person? It's like being on a football team - would they hire someone injured or someone ready to jump in and play?",1,1,1,"No",26,"male","United States of America"
"More than 1000",2,4,3,1,3,1,3,2,2,3,3,2,1,1,"Depends on the job and organisation",1,"Hard to say. Probably as would jeapodise job",1,4,1,"No",43,"Male","United Kingdom"
"6-25",1,4,3,1,1,1,1,1,1,1,2,1,1,1,"Unsure how they would react. Even good people have unconcious bias..",1,"Depends how empathetic the interviewer was. And how certain a job offer already is. Might cause bias unintentionally if raised to early",2,1,5,"No",30,"Male","New Zealand"
"26-100",2,4,4,1,1,1,4,2,1,3,3,1,1,3,"Because it's illegal for them to ask and there is no obligation for me to offer the information.",2,"See above.",3,4,2,"No",40,"M","United Kingdom"
"26-100",2,3,4,1,1,1,4,2,1,3,3,3,1,1,"I need an ergonomic keyboard (preferably my own) this is a thing I'd absolutely mention during the interview process. I'd be a bit more reticent to discuss my back pain",2,"Fear of bias/negative impact on prospects.",3,4,2,"No",33,"Female","United Kingdom"
"6-25",1,2,4,1,1,1,6,3,2,3,3,1,1,1,"",1,"",3,2,5,"No",22,"Male","United Kingdom"
"100-500",1,3,3,3,2,1,6,2,1,1,2,1,1,2,"",1,"",1,1,2,"Yes",28,"Male","United States of America"
"More than 1000",1,3,2,1,1,3,4,2,1,3,3,3,1,3,"I don't want it to affect me getting the job.",2,"Same reason as above",3,4,1,"Yes",39,"M","United States of America"
"100-500",1,4,4,3,3,1,1,1,1,2,1,2,1,1,"Depending on the nature of the health issue, I may feel uncomfortable sharing it with someone I'm not close to.",1,"Depending on the nature of the health issue, I may feel uncomfortable sharing it with someone I'm not close to.",2,1,2,"No",33,"M","United States of America"
"6-25",1,4,3,1,1,1,6,1,1,1,2,1,1,3,"Afraid it would cost me the job.",2,"Afraid it would cost me the job.",3,2,1,"No",37,"Male","United States of America"
"500-1000",1,4,4,1,2,1,6,2,1,3,3,3,1,1,"",1,"",3,4,1,"Yes",41,"f","France"
"More than 1000",1,3,3,1,3,1,2,1,1,3,3,1,1,1,"From the interviewing advice I've read, health issues should be brought up at the offer stage, not during the interview. If I had a good rapport with the interviewer, I might bring it up in the interview. Otherwise, I wouldn't mention it until offered the job.",1,"Same answer as for physical health issues.",1,2,1,"Yes",30,"Female","United States of America"
"More than 1000",1,3,2,2,2,2,2,1,1,1,1,2,1,2,"If I had a health issue and want coverage, it's important I be up front about it to ensure I'm eligible for such coverage. ",1,"Depended on the issue and the employer. ",2,2,5,"No",42,"Male","United States of America"
"6-25",1,3,4,1,1,1,5,1,1,1,2,2,1,2,"Because it's important.",1,"Not sure.",1,2,1,"No",52,"Male","United States of America"
"26-100",1,2,4,1,1,1,2,1,1,1,2,1,1,1,"",1,"to get support",1,2,1,"No",30,"male","United States of America"
"500-1000",1,3,2,1,3,2,3,1,1,1,1,1,1,1,"Yes, If relevant to the duties of the position. Otherwise, not necessary. ",1,"Less likely, simply because the general perception and knowledge about mental illnesses is less widely understood. For instance, Adult ADD might be simple to explain, whereas Bipolar II would be a longer discussion and may be avoided in an interview.",1,2,1,"No",35,"Male","United States of America"
"26-100",1,4,4,1,1,1,6,1,1,1,3,3,1,3,"I would not want to preclude myself from employment based on something that was irrelevant to my abilities to complete my job.  If potentially having a lot of doctor's appointments is the only drawback for my employer, they shouldn't weigh another application as stronger based on that.",2,"The same as above.  I would not want my application to be viewed in any poorer light compared to my peers.",3,1,1,"Yes",24,"Male","United States of America"
"6-25",1,4,3,3,3,1,2,1,1,1,1,1,1,1,"To avoid being potentially disqualified due to that fact.",2,"To avoid being disqualified due to that fact.",1,2,2,"No",39,"Male","United States of America"
"6-25",1,3,3,1,1,1,4,3,2,1,2,2,2,1,"Often it's important to being able to accomplish the job... so yes, it would need to be discussed.",1,"Still such a stigma there... it's important though... tough call",3,4,4,"No",34,"Male","United States of America"
"26-100",2,2,4,1,1,3,4,3,3,3,3,3,1,3,"If I want the job, I should be at my full health, so. It's cultural thing here too.",2,"same reason",3,4,4,"No",43,"Male","Poland"
"6-25",1,3,4,1,3,2,4,1,1,3,2,1,1,3,"Could impact the outcome of the interview.",2,"Would alter the outcome of the interview.",3,1,2,"No",39,"male","United States of America"
"26-100",1,3,2,1,1,2,2,1,1,2,1,3,1,2,"Potentially affects my capabilities on the job.",3,"Potentially affects my capabilities on the job.",1,5,2,"Yes",34,"Male","United States of America"
"More than 1000",2,3,3,2,3,1,2,2,1,1,1,1,1,3,"Worried it may affect my chances of getting the job.",2,"Worried it would affect my chances of getting the job.",1,2,5,"No",38,"Male","United Kingdom"
"100-500",1,3,2,1,3,2,2,3,2,2,1,3,2,3,"Talking about health issues has always been responded to as though I'm asking for personal accommodation, even when I'm just trying to raise awareness for something that's widespread. Bringing it up in an interview would be putting the cart before the horse.",2,"Same reason as above basically. Except the added  knowledge of how society views people with depression and anxiety and how that portrayal could reflect on me and affect my chances of getting a job I'm qualified for.",5,3,3,"Yes",26,"woman","United States of America"
"6-25",1,2,3,1,1,1,3,2,1,1,3,1,1,1,"",1,"",1,1,2,"No",24,"male","Bulgaria"
"More than 1000",2,4,3,2,2,1,4,3,1,3,3,1,1,1,"If it wasn't immediately apparent and/or it was embarassing to talk about with someone who is not family or a close friend, I wouldn't tell them.",2,"I want to be viewed as someone they can rely on and who is emotionally strong, even though that might not be the case.",2,1,1,"Yes",27,"Female","United States of America"
"6-25",1,3,2,2,2,2,3,1,1,1,3,2,1,1,"If it is going to be something that Im dealing with at the time or something that is noticeable then yes. I feel that most employers would be more accepting of a physical health issue than a mental health issue. ",2,"I am currently an opiate addict and will be for as long as I live. I have not used in 3 years. It still messes with me to this day. I do not think I would ever be comfortable sharing that with an employer. Its not documented anywhere that I am an addict so there would be no reason to share such a thing to an employer. Most people do not realize that I have something wrong with my brain chemistry not that I am a terrible person or want to be this way. I do great work and I have had my current job for 6 years. But I feel like if I told any employer that I would be discriminated against or eventually let go.",3,4,4,"No",25,"male","United States of America"
"More than 1000",2,3,3,3,2,2,3,2,1,3,2,2,1,1,"I have an eye condition that will require medical leave at some yet to be determined future point.",2,"I think it would negatively impact the interview.",3,4,4,"No",33,"Male","Canada"
"26-100",2,2,3,2,3,2,5,3,1,3,3,1,1,1,"Depends on relevance to performance",1,"Depends on relevance to performance",3,4,3,"Yes",34,"Male","United States of America"
"26-100",1,4,3,1,1,1,5,2,1,3,3,1,1,1,"It could be seen as a weakness, or the potential employer could see it as a person trying to take advantage of their healthcare plan.",2,"Of fear of being regarded as weak or unable to perform job tasks. Requiring time off for ""fake"" reasons. ",3,4,1,"Yes",27,"Male","Canada"
"100-500",1,3,4,1,3,1,1,2,1,3,2,1,1,1,"They might not be willing to give me a shot. That's how I feel.",2,"In my experience, many people see mental health as a lesser issue than physical health, and one that can fixed if they ""man up"" or grow up. I worry that mentioning a chronic mental health issue would be viewed as a detriment and a weakness to my work.",3,4,2,"Yes",33,"Male","United States of America"
"6-25",1,3,3,1,3,1,2,2,1,2,1,2,1,1,"if it affected my ablility to do my work",1,"It may affect my being hired",1,2,1,"Yes",50,"mail","United States of America"
"More than 1000",1,3,3,2,1,2,4,3,1,2,3,3,2,1,"what if it was the one difference between me and the competition ",2,"wouldn't want the stigma",3,5,4,"Yes",32,"female ","Canada"
"6-25",1,4,3,3,2,2,1,1,1,1,2,2,1,1,"",1,"",2,1,1,"No",39,"m","Canada"
"6-25",1,4,4,3,3,1,1,1,1,2,1,2,1,2,"It would become obvious later if it didn't come up during the interview.",1,"Seems more private than a physical issue.",1,1,2,"No",36,"Male","United States of America"
"100-500",1,4,4,1,1,1,2,2,1,2,2,1,1,1,"Some physical issues can be private too.",2,"That would be job suicide.",1,1,5,"No",34,"Male","Canada"
"100-500",1,4,3,1,1,1,6,2,1,1,1,1,1,3,"It depends on the physical health issue. There are too many companies in tech that worship the ""dev rock star"" stereotype where long hours and the sacrifice of work balance is held in higher regard. They will work devs to the bone if we allow them too. Any resistance to working too many hours is labeled as ""rebellion"". I've worked jobs where I had to strategically plan my days off because I couldn't afford to lose all my PTOs and as a result, have forced myself to go to work even while having asthma or being sick. Basically, if I'm not half dead, then I can make it to work because I need to ""save those days for when I really need it"".",2,"The stigma makes me wary of bringing up mental health issues during an initial interview. I feel like the more I get to know a job and it's people, that determines how comfortable I am with being open about my mental health. I feel like it's too risky to bring up in an interview where both parties don't know one another well enough. I have anxiety and depression, which can also include focus/motivation issues. I feel like mentioning things like this would give the impression that I'm not a good employee who can get things done. However that's not true. I am very responsible and will meet deadlines so long as I can work when I'm most productive and there are flexible schedules.",1,1,1,"No",31,"female","United States of America"
"More than 1000",2,2,1,2,2,1,2,1,1,1,1,3,1,2,"I feel it's best to be candid in an interview, especially in regards to how the employer might be able to accommodate a physical (or mental) health issue.",1,"I feel it's best to be candid in an interview, however mental health issues are still a stigma — I'd likely play it by ear and balance the decision of whether to bring it up during an interview based on the tone and thoroughness of the interview.",1,2,3,"Yes",36,"male","United States of America"
